no,tingkat_pendidikan,Usia,nama_prodi,Pengalaman Kerja,Sertifikat,disabilitas,status_pernikahan,jumlah_anak
1146,Strata I (S1),49,Akuntansi,tidak ada,tidak ada,f,Menikah,2
1147,Strata I (S1),24,Desain Produk,tidak ada,tidak ada,f,Belum menikah,0
1148,Diploma III,32,Manajemen,tidak ada,ada,f,Menikah,1
1149,Strata I (S1),30,Teknologi Informasi,"{""Information Technology (IT)""}",ada,f,Belum menikah,0
1150,Strata I (S1),29,Perikanan,"{""TENAGA PROFESIONAL""}",ada,f,Belum menikah,0
1151,Strata I (S1),35,Sistem Informasi,"{""Information Technology (IT)""}",ada,f,Menikah,2
1152,SLTA / MA / Sederajat,22,IPS,tidak ada,tidak ada,f,Belum menikah,0
1153,Strata I (S1),29,Arsitektur,tidak ada,tidak ada,f,Belum menikah,0
1154,SMK / MAK / Sederajat,31,Umum,tidak ada,tidak ada,f,Belum menikah,0
1155,Strata I (S1),28,Teknik Informatika,"{""Information Technology (IT)""}",tidak ada,f,Belum menikah,0
1156,Strata I (S1),33,Ilmu Hukum,"{""Perbankan / Keuangan""}",ada,f,Menikah,0
1157,Strata I (S1),26,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1158,Strata I (S1),32,Sistem Informasi,"{""Information Technology (IT)""}",tidak ada,f,Menikah,0
1159,Strata I (S1),29,Ilmu Komunikasi,"{""Perbankan / Keuangan""}",ada,f,Menikah,0
1160,Strata I (S1),28,Ilmu Hukum,tidak ada,tidak ada,f,Menikah,1
1161,Strata I (S1),39,Manajemen,tidak ada,tidak ada,f,Menikah,2
1162,Strata I (S1),33,Ilmu Hukum,"{""Lain - Lain""}",tidak ada,f,Menikah,1
1163,SMK / MAK / Sederajat,19,Teknik Otomotif,"{""PEKERJA KASAR, TENAGA KEBERSIHAN, DAN TENAGA YANG BERHUBUNGAN DENGAN ITU""}",ada,f,Belum menikah,0
1164,Strata I (S1),41,Manajemen,{Marketing},tidak ada,f,Menikah,1
1165,Diploma IV,27,Administrasi Niaga,"{""Lain - Lain""}",tidak ada,f,Menikah,1
1166,SMK / MAK / Sederajat,35,Teknik Otomotif,"{""Lain - Lain""}",tidak ada,t,Menikah,0
1167,Strata I (S1),39,Manajemen,tidak ada,tidak ada,f,Menikah,3
1168,Strata I (S1),27,Ilmu Komunikasi,tidak ada,tidak ada,f,Belum menikah,0
1169,Strata I (S1),32,Teknik Sipil,tidak ada,tidak ada,f,Menikah,1
1170,SMK / MAK / Sederajat,25,Komputer Multimedia,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1171,SLTA / MA / Sederajat,42,IPA,tidak ada,tidak ada,f,Menikah,0
1172,Strata I (S1),26,Sistem Informasi,"{""Information Technology (IT)""}",tidak ada,f,Belum menikah,0
1173,Strata I (S1),25,Akuntansi,{Akunting},ada,f,Belum menikah,0
1174,Diploma III,35,Akuntansi,tidak ada,tidak ada,f,Menikah,2
1175,Strata I (S1),30,Manajemen,tidak ada,tidak ada,f,Menikah,0
1176,Strata I (S1),25,Tata Boga,tidak ada,tidak ada,f,Belum menikah,0
1177,Strata I (S1),27,Tata Boga,tidak ada,tidak ada,f,Belum menikah,0
1178,Strata I (S1),25,Akuntansi,"{""Lain - Lain""}",ada,f,Belum menikah,0
1179,Strata I (S1),25,Ilmu Hukum,"{""Lain - Lain""}",ada,f,Belum menikah,0
1180,Strata I (S1),26,Ilmu Komunikasi,tidak ada,tidak ada,f,Belum menikah,0
1181,Strata I (S1),26,Manajemen,tidak ada,ada,f,Belum menikah,0
1182,SMK / MAK / Sederajat,22,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
1183,SMK / MAK / Sederajat,24,Akuntansi,"{""TENAGA USAHA JASA DAN TENAGA PENJUALAN DI TOKO DAN PASAR""}",ada,f,Belum menikah,0
1184,Strata I (S1),31,Bahasa dan Sastra Indonesia,tidak ada,tidak ada,f,Menikah,0
1185,Strata I (S1),25,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1186,Strata I (S1),25,Ilmu Administrasi Publik,tidak ada,tidak ada,f,Belum menikah,0
1187,Strata I (S1),28,Psikologi,{Marketing},ada,f,Belum menikah,0
1188,SMK / MAK / Sederajat,27,Komputer Multimedia,{Marketing},tidak ada,f,Menikah,2
1189,Strata I (S1),24,Psikologi,{Akunting},tidak ada,f,Belum menikah,0
1190,SMK / MAK / Sederajat,38,Akuntansi,tidak ada,tidak ada,f,Menikah,1
1191,Diploma IV,25,Teknik Elektro,tidak ada,tidak ada,f,Belum menikah,0
1192,SLTA / MA / Sederajat,31,IPS,{Akunting},tidak ada,f,Janda,1
1193,Diploma III,29,Ilmu Kesehatan Masyarakat,tidak ada,tidak ada,f,Menikah,0
1194,Strata I (S1),26,Teknik Industri,"{""Lain - Lain""}",ada,f,Belum menikah,0
1195,SLTA / MA / Sederajat,31,IPS,tidak ada,tidak ada,f,Menikah,1
1196,SLTA / MA / Sederajat,32,IPA,"{""TENAGA TATA USAHA""}",tidak ada,f,Belum menikah,0
1197,SMK / MAK / Sederajat,33,Tata Busana,tidak ada,tidak ada,t,Menikah,4
1198,SLTA / MA / Sederajat,27,IPA,tidak ada,tidak ada,f,Belum menikah,0
1199,Strata I (S1),29,Manajemen,tidak ada,tidak ada,f,Menikah,2
1200,Strata I (S1),25,Psikologi,"{""Information Technology (IT)""}",tidak ada,f,Belum menikah,0
1201,Strata I (S1),30,Desain Produk,tidak ada,tidak ada,f,Belum menikah,0
1202,SLTA / MA / Sederajat,36,IPS,tidak ada,tidak ada,f,Menikah,1
1203,Strata I (S1),31,PSKGJ Pendidikan Guru Sekolah Dasar(PGSD),tidak ada,tidak ada,f,Menikah,1
1204,SMK / MAK / Sederajat,41,IPS,tidak ada,tidak ada,f,Menikah,3
1205,Strata I (S1),33,Akuntansi,tidak ada,tidak ada,f,Menikah,1
1206,SLTA / MA / Sederajat,47,Pendidikan Biologi,tidak ada,tidak ada,f,Duda,1
1207,Diploma I,39,Sistem Informasi,tidak ada,tidak ada,f,Belum menikah,0
1208,Strata I (S1),27,Hukum Tata Negara,tidak ada,tidak ada,f,Menikah,1
1209,Diploma I,27,Teknik Perkapalan,{Teknik},ada,f,Belum menikah,0
1210,SMK / MAK / Sederajat,27,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
1211,SMK / MAK / Sederajat,37,Akuntansi,"{""Lain - Lain""}",tidak ada,t,Menikah,4
1212,Diploma IV,23,Teknik Elektro,tidak ada,tidak ada,f,Belum menikah,0
1213,SMK / MAK / Sederajat,19,Komputer Multimedia,tidak ada,tidak ada,f,Belum menikah,0
1214,Strata I (S1),34,Sistem Komputer,tidak ada,tidak ada,f,Menikah,1
1215,Strata I (S1),41,Ilmu Ekonomi,"{""Perbankan / Keuangan""}",ada,f,Menikah,2
1216,SMK / MAK / Sederajat,26,Teknik Informatika,"{""Information Technology (IT)""}",ada,f,Belum menikah,0
1217,Strata I (S1),33,Pendidikan Kepelatihan Olahraga,tidak ada,tidak ada,f,Menikah,1
1218,SMK / MAK / Sederajat,19,Teknik Telekomunikasi,"{""TEKNISI DAN ASISTEN TENAGA PROFESIONAL""}",ada,f,Belum menikah,0
1219,Strata I (S1),29,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1220,Strata I (S1),23,Bahasa dan Sastra Indonesia,tidak ada,tidak ada,f,Belum menikah,0
1221,SMK / MAK / Sederajat,20,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1222,Strata I (S1),38,Bahasa Inggris,{Marketing},ada,f,Menikah,2
1223,SLTA / MA / Sederajat,24,IPS,tidak ada,tidak ada,f,Belum menikah,0
1224,SLTA / MA / Sederajat,48,Teknik Elektro,"{""Lain - Lain""}",ada,f,Menikah,2
1225,SMK / MAK / Sederajat,25,Ilmu Administrasi Publik,tidak ada,tidak ada,f,Belum menikah,0
1226,SLTA / MA / Sederajat,35,Teknik Mesin,tidak ada,tidak ada,f,Menikah,1
1227,Strata I (S1),28,Fisika,tidak ada,ada,f,Belum menikah,0
1228,SMK / MAK / Sederajat,30,Farmasi,tidak ada,tidak ada,f,Menikah,1
1229,SMK / MAK / Sederajat,25,Komputer Multimedia,{Marketing},tidak ada,f,Belum menikah,0
1230,Diploma III,31,Teknik Komputer,tidak ada,tidak ada,f,Menikah,2
1231,Strata I (S1),27,Ilmu Administrasi Publik,tidak ada,tidak ada,f,Belum menikah,0
1232,Strata I (S1),32,Sistem Informasi,"{""Lain - Lain""}",tidak ada,f,Menikah,1
1233,Strata I (S1),37,Teknik Informatika,tidak ada,tidak ada,f,Menikah,0
1234,Strata I (S1),43,Ilmu Hukum,"{""Lain - Lain""}",ada,f,Menikah,2
1235,SMK / MAK / Sederajat,21,Teknik Listrik Industri,tidak ada,tidak ada,f,Belum menikah,0
1236,Strata I (S1),42,Teknik Industri,{Teknik},ada,f,Menikah,1
1237,SLTP / MTs / Sederajat,29,Manajemen,tidak ada,tidak ada,f,Menikah,2
1238,Strata I (S1),28,"Pendidikan Seni Drama, Tari dan Musik",tidak ada,ada,f,Menikah,0
1239,Strata II (Magister/S2),37,Manajemen,"{""TENAGA PROFESIONAL""}",tidak ada,f,Menikah,0
1240,Strata I (S1),29,Pendidikan Pancasila Dan Kewarganegaraan,{Pendidikan},tidak ada,f,Belum menikah,0
1241,SMK / MAK / Sederajat,38,Teknik Otomotif,tidak ada,tidak ada,f,Menikah,3
1242,SMK / MAK / Sederajat,22,Listrik,{Teknik},tidak ada,f,Belum menikah,0
1243,SMK / MAK / Sederajat,31,Akuntansi,tidak ada,tidak ada,f,Menikah,1
1244,SLTA / MA / Sederajat,28,IPS,tidak ada,tidak ada,f,Belum menikah,0
1245,Strata I (S1),26,Teknik Komputer,tidak ada,ada,f,Belum menikah,0
1246,Strata I (S1),24,Ilmu Komunikasi,tidak ada,tidak ada,f,Belum menikah,0
1247,Strata I (S1),44,Manajemen,tidak ada,tidak ada,f,Menikah,4
1248,Strata I (S1),41,Teknik Komputer,"{""Information Technology (IT)""}",tidak ada,f,Menikah,1
1249,Strata I (S1),35,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1250,Strata I (S1),36,Teknik Elektro,"{""TEKNISI DAN ASISTEN TENAGA PROFESIONAL""}",tidak ada,f,Menikah,2
1251,SMK / MAK / Sederajat,32,Teknik Informatika,tidak ada,tidak ada,f,Belum menikah,0
1252,Diploma III,44,Perhotelan,tidak ada,tidak ada,f,Menikah,3
1253,SMK / MAK / Sederajat,36,Teknik Mesin,tidak ada,tidak ada,f,Menikah,3
1254,Strata I (S1),32,Manajemen,tidak ada,tidak ada,f,Menikah,0
1255,Strata I (S1),28,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1256,Strata I (S1),38,Akuntansi,{Teknik},tidak ada,f,Menikah,2
1257,SLTA / MA / Sederajat,26,Teknik Mesin,tidak ada,tidak ada,f,Belum menikah,0
1258,Strata I (S1),32,Akuntansi,"{""Lain - Lain""}",tidak ada,t,Menikah,1
1259,Strata I (S1),24,Ilmu Hukum,"{""TENAGA TATA USAHA""}",tidak ada,f,Belum menikah,0
1260,Strata I (S1),37,Manajemen,tidak ada,tidak ada,f,Menikah,2
1261,Strata I (S1),27,Manajemen,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1262,Strata I (S1),29,Psikologi,tidak ada,tidak ada,f,Belum menikah,0
1263,SLTA / MA / Sederajat,32,Teknik Mesin,tidak ada,tidak ada,f,Menikah,2
1264,SLTA / MA / Sederajat,30,IPA,tidak ada,tidak ada,f,Menikah,1
1265,SLTA / MA / Sederajat,34,IPA,{Marketing},ada,f,Menikah,1
1266,Strata I (S1),28,Ekonomi Pembangunan,tidak ada,tidak ada,f,Belum menikah,0
1267,SMK / MAK / Sederajat,23,Teknik Elektro,tidak ada,tidak ada,f,Belum menikah,0
1268,SLTA / MA / Sederajat,43,IPA,tidak ada,tidak ada,f,Menikah,2
1269,Strata I (S1),27,Teknologi Pangan,{Marketing},tidak ada,f,Belum menikah,0
1270,Strata I (S1),32,Agroteknologi,"{""TENAGA PENGOLAHAN DAN KERAJINAN YANG BERHUBUNGAN DENGAN ITU""}",ada,f,Menikah,0
1271,Strata I (S1),42,Pendidikan Pancasila Dan Kewarganegaraan,tidak ada,tidak ada,f,Menikah,2
1272,Strata I (S1),42,PSKGJ Pendidikan Pancasila dan Kewarganegaraan,tidak ada,tidak ada,f,Menikah,2
1273,Strata I (S1),25,Bimbingan Dan Konseling,{Pendidikan},ada,f,Belum menikah,0
1274,Strata I (S1),49,Teknik Kimia,{Marketing},tidak ada,f,Menikah,1
1275,SLTA / MA / Sederajat,33,IPA,"{""Lain - Lain""}",tidak ada,f,Menikah,2
1276,Diploma I,39,Teknik Mesin,tidak ada,tidak ada,f,Menikah,1
1277,Strata I (S1),33,Akuntansi,tidak ada,tidak ada,f,Duda,0
1278,SLTA / MA / Sederajat,22,IPA,tidak ada,tidak ada,f,Belum menikah,0
1279,Strata I (S1),28,Ilmu Administrasi Publik,tidak ada,tidak ada,f,Belum menikah,0
1280,Strata I (S1),27,Ekonomi Islam,"{""Perbankan / Keuangan""}",tidak ada,f,Menikah,0
1281,SMK / MAK / Sederajat,34,Teknik Otomotif,tidak ada,tidak ada,f,Menikah,3
1282,SMK / MAK / Sederajat,25,Teknik Informatika,tidak ada,ada,f,Belum menikah,0
1283,SLTP / MTs / Sederajat,22,Umum,tidak ada,ada,f,Belum menikah,0
1284,Strata I (S1),32,Ilmu Politik,"{""Lain - Lain""}",tidak ada,f,Menikah,1
1285,SMK / MAK / Sederajat,19,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
1286,Strata I (S1),26,Manajemen,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1287,Strata I (S1),30,Akuntansi,"{""Lain - Lain""}",ada,f,Belum menikah,0
1288,Strata I (S1),28,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1289,Diploma III,22,Teknik Telekomunikasi,tidak ada,tidak ada,f,Belum menikah,0
1290,Strata I (S1),28,Ilmu Hukum,tidak ada,tidak ada,f,Menikah,1
1291,Diploma III,24,Sistem Informasi,tidak ada,tidak ada,f,Belum menikah,0
1292,Strata I (S1),30,Ilmu Komunikasi,"{""TENAGA PROFESIONAL""}",tidak ada,f,Belum menikah,0
1293,Strata I (S1),22,Ilmu Perpustakaan,tidak ada,tidak ada,f,Belum menikah,0
1294,Strata I (S1),28,Ilmu Komunikasi,"{""TENAGA USAHA JASA DAN TENAGA PENJUALAN DI TOKO DAN PASAR""}",tidak ada,f,Belum menikah,0
1295,Strata I (S1),26,Matematika,{Pendidikan},ada,f,Belum menikah,0
1296,Strata I (S1),26,Ilmu Administrasi Publik,{Akunting},ada,f,Belum menikah,0
1297,SLTA / MA / Sederajat,30,Bahasa dan Sastra Indonesia,tidak ada,tidak ada,f,Janda,2
1298,Strata I (S1),49,Akuntansi,tidak ada,tidak ada,f,Menikah,2
1299,SMK / MAK / Sederajat,20,Farmasi,tidak ada,ada,f,Belum menikah,0
1300,Strata I (S1),26,Agroteknologi,"{""TENAGA USAHA PERTANIAN DAN PETERNAKAN""}",ada,f,Belum menikah,0
1301,Strata I (S1),23,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1302,SMK / MAK / Sederajat,25,Akuntansi,tidak ada,tidak ada,f,Menikah,1
1303,Strata I (S1),34,Manajemen,tidak ada,tidak ada,f,Menikah,2
1304,Strata I (S1),25,Akuntansi,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1305,Strata I (S1),26,Sistem Informasi,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1306,Strata I (S1),24,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1307,Strata I (S1),24,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1308,Strata I (S1),28,Ilmu Komunikasi,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1309,Strata I (S1),24,Ilmu Hukum,"{""Lain - Lain""}",ada,f,Belum menikah,0
1310,Strata I (S1),32,Ilmu Administrasi Publik,tidak ada,tidak ada,f,Menikah,3
1311,SLTA / MA / Sederajat,22,IPA,tidak ada,tidak ada,f,Belum menikah,0
1312,Strata I (S1),25,Ilmu Hukum,"{""TENAGA PROFESIONAL""}",ada,t,Belum menikah,0
1313,SMK / MAK / Sederajat,20,Akuntansi,tidak ada,ada,t,Belum menikah,0
1314,Strata I (S1),34,Sosial Ekonomi Pertanian,"{""Perbankan / Keuangan""}",ada,f,Menikah,2
1315,Strata I (S1),26,Psikologi,{Akunting},tidak ada,f,Belum menikah,0
1316,Strata I (S1),28,Agribisnis,{Marketing},tidak ada,f,Belum menikah,0
1317,Strata I (S1),35,Hukum Ekonomi Syariah,{Marketing},tidak ada,f,Menikah,1
1318,SMK / MAK / Sederajat,38,Komputerisasi Akuntansi,"{""TENAGA TATA USAHA""}",ada,f,Menikah,3
1319,Diploma II,24,Gizi,tidak ada,ada,f,Belum menikah,0
1320,Strata I (S1),29,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1321,Strata I (S1),38,Akuntansi,tidak ada,tidak ada,f,Menikah,1
1322,Strata I (S1),31,Akuntansi,tidak ada,tidak ada,f,Menikah,1
1323,Strata I (S1),32,Ilmu Administrasi Negara,"{""TENAGA USAHA JASA DAN TENAGA PENJUALAN DI TOKO DAN PASAR""}",tidak ada,f,Menikah,1
1324,Strata I (S1),25,Agroteknologi,{Marketing},tidak ada,f,Belum menikah,0
1325,Diploma III,30,Perpajakan,tidak ada,tidak ada,f,Menikah,2
1326,Strata I (S1),30,Ilmu Kesehatan Masyarakat,"{""Lain - Lain""}",tidak ada,f,Menikah,0
1327,Strata I (S1),33,Pendidikan Kimia,tidak ada,tidak ada,f,Menikah,1
1328,Strata I (S1),27,Ilmu Hukum,tidak ada,tidak ada,f,Belum menikah,0
1329,Strata I (S1),26,Ilmu Hukum,tidak ada,tidak ada,f,Belum menikah,0
1330,SLTA / MA / Sederajat,28,IPS,tidak ada,tidak ada,f,Menikah,1
1331,Diploma III,32,Televisi dan Film,tidak ada,tidak ada,f,Menikah,1
1332,SMK / MAK / Sederajat,50,Umum,tidak ada,tidak ada,f,Menikah,1
1333,Diploma II,26,Manajemen Perusahaan,tidak ada,tidak ada,t,Belum menikah,0
1334,SMK / MAK / Sederajat,31,Teknik Mesin,"{""Information Technology (IT)""}",tidak ada,t,Menikah,3
1335,Diploma III,33,Teknik Mesin,{Teknik},ada,f,Menikah,1
1336,SLTA / MA / Sederajat,43,Manajemen,tidak ada,tidak ada,f,Menikah,2
1337,SLTA / MA / Sederajat,37,IPS,tidak ada,tidak ada,f,Menikah,1
1338,Strata I (S1),27,Komputerisasi Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1339,SMK / MAK / Sederajat,23,Desain Grafis,tidak ada,tidak ada,f,Belum menikah,0
1340,Strata I (S1),23,Ilmu Ekonomi,tidak ada,ada,f,Belum menikah,0
1341,Strata I (S1),30,Akuntansi,"{""Lain - Lain""}",tidak ada,f,Menikah,0
1342,Strata I (S1),26,Ilmu Administrasi,tidak ada,tidak ada,f,Belum menikah,0
1343,Strata I (S1),32,Matematika,"{""Lain - Lain""}",tidak ada,t,Menikah,1
1344,Strata I (S1),24,Psikologi,{Pendidikan},ada,f,Belum menikah,0
1345,Strata I (S1),26,Teknik Kimia,{Pendidikan},ada,f,Belum menikah,0
1346,Strata II (Magister/S2),42,Kenotariatan,tidak ada,tidak ada,f,Menikah,1
1347,Diploma IV,24,Ilmu Administrasi Negara,"{""Lain - Lain""}",ada,f,Belum menikah,0
1348,Strata I (S1),26,Psikologi,tidak ada,tidak ada,f,Belum menikah,0
1349,Strata I (S1),23,Manajemen Pendidikan,tidak ada,tidak ada,f,Belum menikah,0
1350,Strata I (S1),26,Ilmu Administrasi Publik,tidak ada,ada,f,Belum menikah,0
1351,Strata I (S1),29,Akuntansi,tidak ada,tidak ada,f,Menikah,1
1352,SLTA / MA / Sederajat,21,IPS,tidak ada,tidak ada,f,Belum menikah,0
1353,Strata I (S1),26,Desain Komunikasi Visual,tidak ada,ada,f,Belum menikah,0
1354,SMK / MAK / Sederajat,21,Administrasi Perkantoran,tidak ada,tidak ada,f,Belum menikah,0
1355,Strata I (S1),25,Ilmu Perpustakaan,tidak ada,tidak ada,f,Belum menikah,0
1356,Strata I (S1),24,Ilmu Hukum,tidak ada,tidak ada,f,Belum menikah,0
1357,SLTA / MA / Sederajat,31,IPA,tidak ada,tidak ada,f,Menikah,2
1358,Strata I (S1),25,Akuntansi,{Akunting},ada,f,Belum menikah,0
1359,SLTA / MA / Sederajat,34,IPS,{Kesehatan},tidak ada,f,Menikah,3
1360,Strata I (S1),32,Teknik Mesin,"{""PEJABAT LEMBAGA LEGISLATIF, PEJABAT TINGGI, DAN MANAJER""}",ada,f,Menikah,2
1361,SLTA / MA / Sederajat,25,IPS,tidak ada,tidak ada,f,Belum menikah,0
1362,Strata I (S1),31,Bahasa Inggris,tidak ada,tidak ada,f,Menikah,0
1363,Strata I (S1),30,Ilmu Hukum,tidak ada,tidak ada,f,Belum menikah,0
1364,SMK / MAK / Sederajat,22,Komputer Multimedia,tidak ada,tidak ada,t,Belum menikah,0
1365,SMK / MAK / Sederajat,36,IPS,tidak ada,tidak ada,t,Menikah,2
1366,SMK / MAK / Sederajat,20,Teknik Elektro,"{""TEKNISI DAN ASISTEN TENAGA PROFESIONAL""}",tidak ada,f,Belum menikah,0
1367,SMK / MAK / Sederajat,33,Teknik Otomotif,tidak ada,tidak ada,f,Menikah,1
1368,Strata I (S1),33,Manajemen,"{""TEKNISI DAN ASISTEN TENAGA PROFESIONAL""}",ada,f,Menikah,1
1369,SLTA / MA / Sederajat,35,Pendidikan Agama Islam,"{""Lain - Lain""}",tidak ada,f,Menikah,1
1370,Strata I (S1),24,Ilmu Hukum,tidak ada,tidak ada,f,Belum menikah,0
1371,Strata I (S1),27,Ilmu Hukum,tidak ada,tidak ada,f,Belum menikah,0
1372,SMK / MAK / Sederajat,20,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1373,Strata I (S1),26,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1374,Strata I (S1),31,Desain Interior,{{Arsitektur}tur},tidak ada,f,Belum menikah,0
1375,Strata I (S1),32,Manajemen,tidak ada,tidak ada,f,Menikah,1
1376,SMK / MAK / Sederajat,57,IPA,tidak ada,tidak ada,t,Menikah,1
1377,Strata I (S1),25,Ilmu Hukum,tidak ada,tidak ada,f,Belum menikah,2
1378,Strata I (S1),37,Teknik Informatika,"{""OPERATOR DAN PERAKIT MESIN""}",tidak ada,f,Menikah,2
1379,SMK / MAK / Sederajat,27,Teknik Mesin,tidak ada,tidak ada,f,Belum menikah,0
1380,SLTA / MA / Sederajat,27,IPA,tidak ada,tidak ada,f,Belum menikah,0
1381,Strata I (S1),46,Pendidikan Matematika,tidak ada,tidak ada,f,Belum menikah,0
1382,Strata I (S1),36,Akuntansi,{Akunting},tidak ada,f,Menikah,1
1383,Strata I (S1),30,Pendidikan Kepelatihan Olahraga,tidak ada,tidak ada,f,Menikah,0
1384,SMK / MAK / Sederajat,32,Manajemen,tidak ada,tidak ada,f,Menikah,1
1385,SMK / MAK / Sederajat,21,Teknik Informatika,tidak ada,tidak ada,f,Belum menikah,0
1386,Strata I (S1),23,Teknik Elektro,"{""Information Technology (IT)""}",ada,f,Belum menikah,0
1387,SMK / MAK / Sederajat,44,Listrik,tidak ada,tidak ada,f,Menikah,2
1388,SMK / MAK / Sederajat,28,Administrasi,{Kesehatan},tidak ada,f,Janda,0
1389,SMK / MAK / Sederajat,35,Manajemen Pemasaran,tidak ada,tidak ada,f,Menikah,2
1390,SLTP / MTs / Sederajat,20,IPA,tidak ada,tidak ada,f,Belum menikah,0
1391,Strata I (S1),39,Ilmu Hukum,tidak ada,tidak ada,f,Menikah,0
1392,SLTA / MA / Sederajat,47,IPS,tidak ada,tidak ada,f,Menikah,3
1393,Strata I (S1),22,Teknik Informatika,tidak ada,tidak ada,f,Belum menikah,0
1394,SLTA / MA / Sederajat,36,Kewirausahaan,"{""Lain - Lain""}",tidak ada,t,Menikah,3
1395,SLTA / MA / Sederajat,23,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1396,SLTA / MA / Sederajat,22,IPA,tidak ada,tidak ada,f,Belum menikah,0
1397,Diploma I,38,Komputerisasi Akuntansi,tidak ada,tidak ada,f,Menikah,2
1398,Strata I (S1),32,Akuntansi,"{""Lain - Lain""}",tidak ada,f,Menikah,1
1399,Strata I (S1),30,Ilmu Politik,{Kesehatan},tidak ada,f,Menikah,1
1400,SMK / MAK / Sederajat,19,Teknik Mesin,tidak ada,tidak ada,f,Belum menikah,0
1401,SLTA / MA / Sederajat,24,IPA,tidak ada,tidak ada,t,Belum menikah,0
1402,SMK / MAK / Sederajat,32,Komputer Multimedia,tidak ada,tidak ada,f,Menikah,0
1403,SMK / MAK / Sederajat,23,Teknik Otomotif,tidak ada,tidak ada,f,Belum menikah,0
1404,Strata I (S1),46,Ilmu Hukum,tidak ada,tidak ada,f,Menikah,1
1405,SMK / MAK / Sederajat,23,Kepariwisataan,"{""TENAGA PROFESIONAL""}",tidak ada,f,Belum menikah,0
1406,Diploma III,27,Ilmu Perpustakaan,"{""TEKNISI DAN ASISTEN TENAGA PROFESIONAL""}",ada,f,Belum menikah,0
1407,Strata I (S1),35,Manajemen,tidak ada,tidak ada,f,Menikah,1
1408,SMK / MAK / Sederajat,26,Desain Komunikasi Visual,"{""TENAGA PROFESIONAL""}",tidak ada,t,Belum menikah,0
1409,Strata I (S1),25,Teknik Perkapalan,tidak ada,tidak ada,f,Belum menikah,0
1410,SLTA / MA / Sederajat,34,IPA,tidak ada,tidak ada,f,Belum menikah,0
1411,Strata I (S1),45,Ilmu Teknik Sipil,tidak ada,tidak ada,f,Menikah,4
1412,Strata I (S1),27,Ilmu Ekonomi,tidak ada,tidak ada,f,Belum menikah,0
1413,Strata I (S1),35,Pendidikan Sejarah,tidak ada,tidak ada,f,Menikah,1
1414,SMK / MAK / Sederajat,27,Teknik Mesin,tidak ada,tidak ada,f,Menikah,0
1415,Strata I (S1),34,Sistem Informasi,"{""Lain - Lain""}",ada,f,Menikah,1
1416,Strata I (S1),27,Ilmu Hukum,tidak ada,tidak ada,f,Belum menikah,0
1417,Strata I (S1),29,Agroteknologi,tidak ada,tidak ada,t,Belum menikah,0
1418,Diploma III,37,Ilmu Kesehatan Masyarakat,tidak ada,tidak ada,f,Menikah,1
1419,Strata I (S1),39,Ilmu Teknik Sipil,tidak ada,tidak ada,f,Menikah,1
1420,Strata I (S1),25,Administrasi,{Kesehatan},tidak ada,f,Belum menikah,0
1421,SLTA / MA / Sederajat,36,IPS,tidak ada,tidak ada,f,Menikah,1
1422,Strata I (S1),27,Matematika,{Pendidikan},tidak ada,f,Belum menikah,0
1423,Strata I (S1),28,Ilmu Hukum,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1424,Strata I (S1),41,Ilmu Hukum,"{""Information Technology (IT)""}",tidak ada,f,Belum menikah,0
1425,SLTA / MA / Sederajat,34,IPA,tidak ada,tidak ada,f,Janda,1
1426,Diploma IV,29,Teknik Lingkungan,tidak ada,tidak ada,f,Belum menikah,0
1427,Strata I (S1),25,Ilmu Komunikasi,tidak ada,tidak ada,f,Belum menikah,0
1428,SLTA / MA / Sederajat,28,IPA,"{""TENAGA USAHA JASA DAN TENAGA PENJUALAN DI TOKO DAN PASAR""}",ada,f,Belum menikah,0
1429,SLTA / MA / Sederajat,22,IPA,tidak ada,tidak ada,f,Belum menikah,0
1430,Strata I (S1),25,Manajemen Pemasaran,tidak ada,tidak ada,f,Belum menikah,0
